hash_id,company,clean_name,notice_date,effective_date,employee_count,city,state,source_url
aa9294415de939282954ab55f93f5fb9,Phillips 66,Phillips 66,2026-01-26,2026-12-01,44,E. Sepulveda Blvd. Carson,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
6d2614f7004de1674b93c39daa4befab,Phillips 66 - Wilmington,Phillips 66 - Wilmington,2026-01-26,2026-12-01,111,W. Anaheim Street Wilmington,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
98913e8d4d0661a15986f168f1d8c818,Autodesk,Autodesk,2026-01-23,2026-04-01,104,Market Street San Francisco,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
a8a0d5c5d41cf2ccd606a2b74f99ca77,Corteva Agriscience,Corteva Agriscience,2026-01-22,2026-02-27,1,Loveridge Road Pittsburg,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
2071e48b1b4ad6b982946aa3770b378d,"Pioneer Custom Electrical Products, LLC","Pioneer Custom Electrical Products, LLC",2026-01-21,2026-03-31,47,Springdale Avenue Santa Fe Springs,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
bd295469f9aa08476db26ddb84ebdddd,"Gilead Sciences, Inc.","Gilead Sciences, Inc.",2026-01-21,2026-03-27,34,Ocean Ranch Blvd Oceanside,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
9f7fe67dce2dbc3e687502941e1e363b,Western Digital Technologies,Western Digital Technologies,2026-01-20,2026-01-20,87,Great Oaks Parkway San Jose,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
d90143ac74d964537589c55e5839e5be,"Resonetics, LLC","Resonetics, LLC",2026-01-20,2026-04-21,61,Campbell Ave. Menlo Park,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
a0d34e6cdfeb71b3134be7803ba805d2,Best Buy,Best Buy,2026-01-16,2026-03-17,46,Rancho Carmel Dr. San Diego,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
820712950a0e5057b15511490751fef7,Best Buy,Best Buy,2026-01-16,2026-03-17,60,Stevens Creek Blvd. San Jose,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
c6030d04383ee78a3718b2bddf985201,GCOM Software LLC dba Voyatek,GCOM Software LLC dba Voyatek,2026-01-16,2026-03-20,8,Rancho Cordova,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
66df65c2a459267c56fc578ebd234419,"Meta Platforms, Inc.","Meta Platforms, Inc.",2026-01-16,2026-03-20,53,E Waterfront Drive Playa Vista,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
e14e13227eeb294ece8ac9a28c4a6bd2,"Primo Brands, Inc.","Primo Brands, Inc.",2026-01-16,2026-03-17,19,Lakeside,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
cce7b4fb7b39dbc855763322b821dee0,"Meta Platforms, Inc.","Meta Platforms, Inc.",2026-01-16,2026-03-20,219,Airport Boulevard Burlingame,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
acfca2be7ff8cfd1713fcf93f4194ec4,Albertsons Companies LLC,Albertsons Companies LLC,2026-01-16,2026-03-19,75,E. Ontario Ave Corona,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
7529dd28ed6fe9c7118f6602c9e53254,"Lakeshore Learning Materials, LLC","Lakeshore Learning Materials, LLC",2026-01-16,2026-03-16,163,E. Dominguez St. Carson,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
7d1385d7792a5f48211bc583c5d48e9f,The Vons Companies Inc.,The Vons Companies Inc.,2026-01-16,2026-03-19,70,N. Orange St. Redlands,CA,https://edd.ca.gov/siteassets/files/jobs_and_training/warn/warn_report1.xlsx
